FIR_ID,Crime_Type,Area,Latitude,Longitude,Date,Time,Severity,Status,Victim_Age,Victim_Gender
FIR04737,Drug Offense,Marathahalli,12.954363,77.695786,2025-04-01,10:03:28,Medium,Open,62,Male
FIR04738,Domestic Violence,Rajajinagar,12.989855,77.553221,2024-11-23,08:06:26,Medium,Under Investigation,54,Male
FIR04739,Theft,Yelahanka,13.102855,77.596632,2024-08-10,07:57:16,Low,Under Investigation,43,Male
FIR04740,Drug Offense,Indiranagar,12.981902,77.639839,2024-08-10,16:48:45,Medium,Under Investigation,60,Female
FIR04741,Vehicle Theft,Banashankari,12.916698,77.569182,2026-03-08,07:15:59,Low,Under Investigation,32,Other
FIR04742,Murder,Whitefield,12.974658,77.748945,2024-10-12,18:09:21,High,Under Investigation,52,Female
FIR04743,Theft,Electronic City,12.835252,77.678305,2025-07-25,02:16:52,Low,Under Investigation,37,Other
FIR04744,Domestic Violence,Jayanagar,12.924459,77.598064,2024-11-20,07:29:21,Medium,Closed,53,Male
FIR04745,Kidnapping,Indiranagar,12.979513,77.63855,2026-05-29,16:29:50,High,Closed,39,Female
FIR04746,Murder,Koramangala,12.933577,77.626476,2024-12-09,15:41:39,High,Closed,42,Other
FIR04747,Kidnapping,Yelahanka,13.102004,77.600763,2024-09-14,04:02:56,High,Under Investigation,37,Male
FIR04748,Assault,Marathahalli,12.95905,77.694567,2026-04-23,09:41:58,Medium,Closed,31,Female
FIR04749,Robbery,Rajajinagar,12.993811,77.555321,2026-01-21,20:41:03,High,Open,66,Female
FIR04750,Theft,Bellandur,12.924832,77.677858,2025-07-08,04:50:27,Low,Closed,36,Other
FIR04751,Cyber Crime,Bellandur,12.926881,77.674887,2025-04-19,22:29:03,Medium,Under Investigation,28,Female
FIR04752,Robbery,Banashankari,12.916815,77.57753,2024-11-06,21:17:44,High,Open,58,Male
FIR04753,Vehicle Theft,Banashankari,12.918242,77.575546,2024-08-26,11:32:44,Low,Under Investigation,44,Male
FIR04754,Drug Offense,Banashankari,12.919873,77.573444,2025-11-20,10:28:40,Medium,Open,51,Other
FIR04755,Kidnapping,Rajajinagar,12.994245,77.55421,2024-09-07,17:35:51,High,Under Investigation,38,Male
FIR04756,Domestic Violence,Jayanagar,12.926782,77.591478,2024-12-28,14:55:34,Medium,Open,43,Female
FIR04757,Theft,Marathahalli,12.956207,77.692846,2024-09-18,12:30:20,Low,Closed,24,Male
FIR04758,Vehicle Theft,Rajajinagar,12.989218,77.556081,2024-10-05,08:24:13,Low,Under Investigation,44,Other
FIR04759,Fraud,Electronic City,12.840204,77.67571,2026-07-02,09:31:47,Medium,Under Investigation,64,Male
FIR04760,Murder,Marathahalli,12.958714,77.696231,2026-01-08,19:16:45,High,Under Investigation,38,Female
FIR04761,Kidnapping,Bellandur,12.925596,77.671259,2024-11-11,14:31:21,High,Open,30,Female
FIR04762,Fraud,Marathahalli,12.962591,77.699676,2026-07-08,12:13:43,Medium,Closed,22,Female
FIR04763,Robbery,Banashankari,12.916275,77.571794,2025-07-29,16:13:36,High,Open,59,Male
FIR04764,Robbery,Electronic City,12.837747,77.677685,2026-05-23,12:08:48,High,Open,49,Male
FIR04765,Fraud,Banashankari,12.915191,77.574629,2025-05-17,02:37:19,Medium,Under Investigation,43,Male
FIR04766,Drug Offense,Jayanagar,12.921246,77.597865,2026-01-18,10:46:20,Medium,Under Investigation,59,Other
FIR04767,Robbery,Malleshwaram,13.004177,77.572096,2025-06-13,05:50:35,High,Open,22,Male
FIR04768,Fraud,Electronic City,12.836364,77.673598,2024-10-25,15:09:49,Medium,Open,47,Female
FIR04769,Robbery,Marathahalli,12.957319,77.694464,2024-09-29,20:15:18,High,Under Investigation,52,Male
FIR04770,Assault,Jayanagar,12.924209,77.597774,2026-04-28,02:45:19,Medium,Closed,67,Other
FIR04771,Assault,Jayanagar,12.928732,77.589876,2025-08-22,05:35:25,Medium,Under Investigation,55,Male
FIR04772,Assault,Jayanagar,12.926303,77.590227,2025-09-29,22:59:43,Medium,Closed,67,Female
FIR04773,Kidnapping,Yelahanka,13.09913,77.598581,2026-07-22,21:18:09,High,Under Investigation,67,Male
FIR04774,Cyber Crime,Bellandur,12.928807,77.67597,2025-11-16,06:49:50,Medium,Open,31,Female
FIR04775,Cyber Crime,Jayanagar,12.927064,77.590811,2025-04-04,03:19:22,Medium,Closed,41,Male
FIR04776,Drug Offense,Rajajinagar,12.987119,77.55946,2025-10-02,14:10:02,Medium,Open,30,Female
FIR04777,Vehicle Theft,Whitefield,12.974116,77.748983,2025-08-05,00:53:28,Low,Open,45,Female
FIR04778,Drug Offense,Whitefield,12.967037,77.753791,2024-11-25,00:45:07,Medium,Under Investigation,28,Male
FIR04779,Assault,HSR Layout,12.910918,77.645368,2024-12-10,11:54:30,Medium,Closed,23,Male
FIR04780,Robbery,Yelahanka,13.10053,77.597223,2026-02-03,08:16:15,High,Under Investigation,57,Female
FIR04781,Theft,Electronic City,12.838404,77.6729,2026-02-28,04:15:06,Low,Under Investigation,55,Male
FIR04782,Vehicle Theft,Bellandur,12.929545,77.671201,2026-05-28,19:46:57,Low,Closed,55,Other
FIR04783,Vehicle Theft,MG Road,12.97968,77.601557,2024-11-10,03:38:11,Low,Open,63,Female
FIR04784,Robbery,Banashankari,12.919485,77.576356,2026-06-16,01:34:09,High,Under Investigation,22,Other
FIR04785,Assault,Jayanagar,12.929278,77.589028,2025-06-09,02:08:22,Medium,Open,55,Other
FIR04786,Kidnapping,BTM Layout,12.916757,77.614519,2025-03-10,20:02:14,High,Open,45,Female
FIR04787,Assault,MG Road,12.979239,77.601435,2025-02-04,08:08:59,Medium,Closed,63,Other
FIR04788,Fraud,Bellandur,12.926351,77.672603,2025-03-11,21:37:05,Medium,Open,19,Female
FIR04789,Kidnapping,MG Road,12.97284,77.601056,2026-02-22,11:09:02,High,Under Investigation,51,Female
FIR04790,Theft,Electronic City,12.838004,77.681988,2025-12-21,12:52:16,Low,Open,38,Female
FIR04791,Cyber Crime,Bellandur,12.927025,77.674,2025-08-13,11:41:05,Medium,Open,61,Female
FIR04792,Vehicle Theft,Indiranagar,12.974716,77.63985,2025-11-03,14:08:18,Low,Under Investigation,24,Other
FIR04793,Robbery,MG Road,12.977779,77.604853,2026-02-18,02:16:52,High,Open,23,Male
FIR04794,Vehicle Theft,Rajajinagar,12.996454,77.558907,2024-08-01,21:52:23,Low,Open,61,Female
FIR04795,Drug Offense,BTM Layout,12.912208,77.60713,2025-12-11,02:19:20,Medium,Open,51,Female
FIR04796,Theft,Rajajinagar,12.990114,77.549551,2026-01-13,18:55:41,Low,Open,39,Female
FIR04797,Cyber Crime,BTM Layout,12.91651,77.607794,2025-05-18,00:35:31,Medium,Under Investigation,34,Female
FIR04798,Drug Offense,Electronic City,12.83864,77.67566,2026-06-21,00:52:05,Medium,Open,25,Other
FIR04799,Fraud,Whitefield,12.972961,77.750157,2026-06-12,00:05:22,Medium,Closed,24,Male
FIR04800,Drug Offense,Koramangala,12.935692,77.621729,2025-12-19,05:45:44,Medium,Open,21,Female
FIR04801,Drug Offense,Electronic City,12.837635,77.675376,2025-05-05,08:59:21,Medium,Closed,22,Other
FIR04802,Theft,BTM Layout,12.917375,77.606471,2026-01-27,19:29:48,Low,Open,32,Male
FIR04803,Kidnapping,Hebbal,13.034298,77.601918,2025-03-04,07:36:41,High,Closed,19,Female
FIR04804,Vehicle Theft,Malleshwaram,13.005465,77.575382,2025-04-23,09:39:25,Low,Open,54,Other
FIR04805,Robbery,BTM Layout,12.916596,77.612476,2025-04-19,21:39:25,High,Open,26,Other
FIR04806,Drug Offense,Bellandur,12.927869,77.6719,2025-03-02,07:25:16,Medium,Closed,67,Male
FIR04807,Fraud,Marathahalli,12.955317,77.693702,2026-02-03,00:41:00,Medium,Open,49,Other
FIR04808,Drug Offense,HSR Layout,12.912982,77.648896,2024-07-28,16:38:52,Medium,Closed,24,Female
FIR04809,Vehicle Theft,HSR Layout,12.913971,77.642946,2025-12-08,13:19:02,Low,Open,41,Female
FIR04810,Drug Offense,Bellandur,12.923177,77.676604,2025-11-13,04:50:53,Medium,Closed,44,Male
FIR04811,Assault,Banashankari,12.9155,77.572378,2026-01-31,05:13:54,Medium,Open,27,Other
FIR04812,Domestic Violence,Jayanagar,12.923237,77.598698,2024-08-08,01:50:57,Medium,Open,70,Female
FIR04813,Fraud,Yelahanka,13.103974,77.594702,2025-03-16,22:23:43,Medium,Under Investigation,45,Other
FIR04814,Assault,Electronic City,12.842597,77.677373,2024-10-28,05:07:15,Medium,Closed,34,Male
FIR04815,Fraud,Marathahalli,12.957526,77.700413,2026-06-28,20:15:53,Medium,Closed,70,Other
FIR04816,Assault,Marathahalli,12.962519,77.69504,2025-03-31,07:16:34,Medium,Closed,58,Other
FIR04817,Drug Offense,Whitefield,12.971912,77.751544,2025-07-06,12:55:46,Medium,Open,18,Other
FIR04818,Cyber Crime,HSR Layout,12.912398,77.642505,2026-07-11,03:05:04,Medium,Under Investigation,20,Other
FIR04819,Robbery,Rajajinagar,12.993261,77.557057,2025-10-27,08:09:21,High,Closed,30,Male
FIR04820,Fraud,Electronic City,12.841631,77.675655,2026-01-24,16:31:56,Medium,Closed,69,Other
FIR04821,Domestic Violence,Hebbal,13.037893,77.601152,2024-12-30,08:42:46,Medium,Under Investigation,28,Male
FIR04822,Theft,Yelahanka,13.101926,77.600239,2024-12-31,16:20:50,Low,Closed,43,Other
FIR04823,Drug Offense,HSR Layout,12.915944,77.642967,2024-11-13,06:25:24,Medium,Under Investigation,62,Other
FIR04824,Drug Offense,Whitefield,12.965241,77.754434,2026-03-06,02:34:44,Medium,Under Investigation,28,Male
FIR04825,Drug Offense,Jayanagar,12.928357,77.593263,2025-03-18,20:05:58,Medium,Open,42,Male
FIR04826,Murder,Malleshwaram,13.005496,77.575325,2024-09-12,14:39:25,High,Open,39,Other
FIR04827,Drug Offense,Electronic City,12.839329,77.677585,2025-03-01,08:03:45,Medium,Open,34,Other
FIR04828,Robbery,Banashankari,12.914274,77.574155,2025-10-31,09:10:36,High,Closed,31,Other
FIR04829,Domestic Violence,Rajajinagar,12.995631,77.552067,2026-01-16,00:06:00,Medium,Closed,61,Female
FIR04830,Fraud,Rajajinagar,12.988006,77.55392,2025-12-19,09:05:55,Medium,Under Investigation,45,Female
FIR04831,Drug Offense,Malleshwaram,13.002444,77.572618,2025-07-23,04:47:18,Medium,Open,36,Other
FIR04832,Kidnapping,Yelahanka,13.101783,77.599054,2025-07-25,13:06:52,High,Closed,28,Other
FIR04833,Vehicle Theft,Marathahalli,12.955071,77.697547,2025-06-05,08:08:04,Low,Under Investigation,36,Male
FIR04834,Robbery,Hebbal,13.034885,77.598465,2025-02-16,09:44:51,High,Under Investigation,60,Male
FIR04835,Cyber Crime,Koramangala,12.93484,77.622145,2025-06-04,03:11:39,Medium,Closed,51,Other
FIR04836,Murder,Jayanagar,12.928453,77.593712,2024-08-13,08:50:33,High,Open,31,Female
FIR04837,Fraud,Banashankari,12.919683,77.574642,2024-09-26,13:04:11,Medium,Closed,58,Other
FIR04838,Cyber Crime,BTM Layout,12.915839,77.609372,2025-04-14,15:03:17,Medium,Closed,27,Female
FIR04839,Fraud,Malleshwaram,13.007395,77.570767,2026-03-10,23:40:24,Medium,Closed,41,Other
FIR04840,Theft,Electronic City,12.842861,77.679268,2026-06-01,09:46:35,Low,Closed,23,Male
FIR04841,Murder,Rajajinagar,12.993598,77.554732,2026-05-16,18:22:26,High,Under Investigation,53,Female
FIR04842,Cyber Crime,Malleshwaram,13.007621,77.567814,2026-06-30,17:43:40,Medium,Closed,55,Other
FIR04843,Theft,Electronic City,12.838797,77.678122,2025-09-03,08:15:35,Low,Closed,49,Male
FIR04844,Fraud,Indiranagar,12.980234,77.639575,2026-04-02,07:58:15,Medium,Under Investigation,53,Female
FIR04845,Murder,Jayanagar,12.925252,77.594472,2025-04-25,12:14:16,High,Open,55,Other
FIR04846,Kidnapping,Rajajinagar,12.990018,77.559095,2025-06-16,07:56:23,High,Under Investigation,23,Female
FIR04847,Cyber Crime,Electronic City,12.838096,77.676148,2025-09-19,21:26:29,Medium,Open,42,Female
FIR04848,Cyber Crime,Electronic City,12.843762,77.67964,2026-02-27,15:19:25,Medium,Closed,39,Female
FIR04849,Robbery,Yelahanka,13.099346,77.59147,2026-04-30,04:27:47,High,Closed,55,Male
FIR04850,Robbery,Hebbal,13.03707,77.595428,2024-09-05,05:20:26,High,Under Investigation,70,Other
FIR04851,Drug Offense,MG Road,12.97872,77.602927,2025-10-05,10:42:18,Medium,Closed,70,Other
FIR04852,Drug Offense,Marathahalli,12.958332,77.694682,2025-07-22,03:25:45,Medium,Closed,59,Other
FIR04853,Domestic Violence,MG Road,12.977101,77.603883,2026-01-16,01:12:13,Medium,Under Investigation,34,Male
FIR04854,Domestic Violence,MG Road,12.97359,77.602751,2025-05-20,13:57:36,Medium,Under Investigation,41,Male
FIR04855,Cyber Crime,Indiranagar,12.979011,77.640941,2024-10-02,18:58:20,Medium,Closed,39,Male
FIR04856,Robbery,Rajajinagar,12.990371,77.553461,2024-10-24,10:08:20,High,Open,24,Other
FIR04857,Assault,Whitefield,12.965511,77.745495,2025-07-25,14:59:03,Medium,Closed,60,Male
FIR04858,Assault,Indiranagar,12.973787,77.639017,2025-03-22,08:47:54,Medium,Closed,23,Female
FIR04859,Theft,Rajajinagar,12.993226,77.557976,2025-03-30,21:46:18,Low,Closed,18,Other
FIR04860,Kidnapping,Yelahanka,13.098715,77.596646,2025-03-01,14:07:45,High,Closed,63,Other
FIR04861,Murder,Marathahalli,12.957027,77.698166,2026-04-29,23:45:27,High,Closed,53,Female
FIR04862,Domestic Violence,Yelahanka,13.098956,77.592506,2026-06-12,05:29:12,Medium,Open,69,Female
FIR04863,Murder,Marathahalli,12.954364,77.701688,2025-06-05,01:18:33,High,Open,57,Other
FIR04864,Murder,Hebbal,13.038752,77.600074,2026-06-22,17:25:07,High,Under Investigation,66,Male
FIR04865,Cyber Crime,Bellandur,12.930867,77.680714,2026-04-07,20:05:08,Medium,Closed,56,Male
FIR04866,Cyber Crime,Whitefield,12.97158,77.749442,2024-12-13,05:01:15,Medium,Under Investigation,34,Female
FIR04867,Murder,Whitefield,12.965833,77.749793,2025-12-14,17:18:41,High,Open,27,Other
FIR04868,Cyber Crime,Hebbal,13.038822,77.59655,2026-05-31,06:33:03,Medium,Under Investigation,48,Female
FIR04869,Murder,Whitefield,12.971682,77.753568,2026-01-23,21:08:02,High,Closed,68,Male
FIR04870,Robbery,Whitefield,12.968551,77.751778,2025-05-13,02:44:58,High,Open,21,Other
FIR04871,Drug Offense,Koramangala,12.938146,77.622695,2025-05-04,12:53:22,Medium,Open,35,Other
FIR04872,Murder,Koramangala,12.939455,77.625711,2025-01-07,09:06:57,High,Open,61,Other
FIR04873,Cyber Crime,Marathahalli,12.954884,77.697128,2026-04-17,17:25:23,Medium,Open,40,Female
FIR04874,Kidnapping,Yelahanka,13.09796,77.592747,2026-07-14,15:37:01,High,Under Investigation,30,Female
FIR04875,Fraud,Banashankari,12.914255,77.572598,2025-04-09,23:23:51,Medium,Under Investigation,23,Other
FIR04876,Vehicle Theft,Hebbal,13.033113,77.595143,2025-10-29,01:26:48,Low,Open,18,Male
FIR04877,Theft,Koramangala,12.932264,77.621682,2025-06-22,14:42:30,Low,Closed,58,Male
FIR04878,Kidnapping,Koramangala,12.931249,77.623545,2025-08-10,00:18:30,High,Under Investigation,33,Other
FIR04879,Domestic Violence,Electronic City,12.837953,77.68185,2024-09-25,00:19:53,Medium,Open,38,Male
FIR04880,Assault,BTM Layout,12.919659,77.614225,2025-10-12,16:23:27,Medium,Open,38,Female
FIR04881,Assault,Indiranagar,12.976576,77.643983,2025-01-16,01:06:16,Medium,Under Investigation,45,Other
FIR04882,Fraud,Electronic City,12.841617,77.681391,2025-07-15,04:46:10,Medium,Closed,47,Male
FIR04883,Theft,Yelahanka,13.099911,77.59942,2025-02-22,22:46:23,Low,Closed,41,Other
FIR04884,Assault,MG Road,12.974821,77.604012,2026-05-07,09:23:16,Medium,Closed,28,Other
FIR04885,Vehicle Theft,Banashankari,12.919914,77.574019,2026-05-05,22:35:52,Low,Under Investigation,24,Female
FIR04886,Vehicle Theft,Hebbal,13.031032,77.598667,2025-09-30,06:40:19,Low,Under Investigation,46,Male
FIR04887,Domestic Violence,Yelahanka,13.100213,77.597858,2025-02-19,11:14:05,Medium,Closed,36,Female
FIR04888,Murder,Electronic City,12.844894,77.681376,2024-10-19,06:04:11,High,Open,40,Male
FIR04889,Domestic Violence,Whitefield,12.969046,77.746461,2024-09-24,18:15:17,Medium,Open,24,Male
FIR04890,Drug Offense,Jayanagar,12.9284,77.597516,2024-07-23,16:11:00,Medium,Open,18,Other
FIR04891,Drug Offense,MG Road,12.976884,77.608771,2025-03-29,08:22:55,Medium,Closed,55,Female
FIR04892,Robbery,Whitefield,12.972234,77.750706,2024-10-24,00:36:19,High,Under Investigation,20,Other
FIR04893,Fraud,Electronic City,12.835738,77.679182,2025-10-05,01:06:01,Medium,Open,21,Male
FIR04894,Theft,Banashankari,12.919798,77.573118,2025-11-04,04:53:16,Low,Closed,34,Male
FIR04895,Domestic Violence,Yelahanka,13.099998,77.595104,2025-03-29,16:35:08,Medium,Open,49,Female
FIR04896,Murder,Hebbal,13.032856,77.599632,2025-02-04,12:45:40,High,Open,55,Male
FIR04897,Cyber Crime,Marathahalli,12.961855,77.69279,2025-08-19,21:33:12,Medium,Open,26,Female
FIR04898,Drug Offense,Hebbal,13.034821,77.595716,2024-11-21,18:45:04,Medium,Open,61,Other
FIR04899,Fraud,Rajajinagar,12.990458,77.549996,2025-10-22,07:22:08,Medium,Open,39,Female
FIR04900,Cyber Crime,MG Road,12.974,77.600007,2024-12-06,17:26:30,Medium,Open,50,Female
FIR04901,Murder,Rajajinagar,12.995263,77.552289,2025-08-16,00:06:52,High,Under Investigation,70,Female
FIR04902,Kidnapping,Marathahalli,12.960088,77.698644,2025-04-01,16:02:09,High,Under Investigation,65,Other
FIR04903,Murder,Marathahalli,12.961986,77.692782,2026-01-26,13:30:13,High,Under Investigation,32,Other
FIR04904,Robbery,Yelahanka,13.096638,77.596447,2024-11-03,17:44:37,High,Closed,68,Female
FIR04905,Robbery,Indiranagar,12.979318,77.637131,2025-05-05,16:45:52,High,Closed,43,Female
FIR04906,Cyber Crime,Whitefield,12.970375,77.750638,2025-03-18,21:32:32,Medium,Under Investigation,57,Female
FIR04907,Vehicle Theft,Koramangala,12.938573,77.62279,2024-07-24,14:06:20,Low,Under Investigation,43,Female
FIR04908,Theft,Banashankari,12.914492,77.576609,2025-05-25,09:27:50,Low,Under Investigation,22,Other
FIR04909,Kidnapping,Hebbal,13.03697,77.596152,2025-07-04,13:43:52,High,Open,25,Female
FIR04910,Cyber Crime,Koramangala,12.931174,77.628694,2025-01-13,02:28:23,Medium,Open,27,Other
FIR04911,Kidnapping,BTM Layout,12.921067,77.609588,2024-08-14,11:57:19,High,Closed,63,Other
FIR04912,Domestic Violence,Bellandur,12.928306,77.673367,2025-12-11,02:56:59,Medium,Under Investigation,34,Male
FIR04913,Assault,Bellandur,12.924717,77.672353,2026-05-28,12:19:46,Medium,Open,42,Other
FIR04914,Fraud,Rajajinagar,12.99311,77.553291,2026-03-01,00:14:47,Medium,Closed,22,Male
FIR04915,Drug Offense,MG Road,12.977352,77.608103,2025-06-28,21:21:23,Medium,Closed,44,Other
FIR04916,Cyber Crime,Electronic City,12.84173,77.679376,2025-02-17,20:51:13,Medium,Under Investigation,24,Male
FIR04917,Murder,Bellandur,12.932642,77.672656,2025-08-24,19:42:49,High,Closed,61,Female
FIR04918,Vehicle Theft,Whitefield,12.974144,77.752569,2025-02-21,08:25:38,Low,Closed,31,Male
FIR04919,Fraud,Indiranagar,12.981717,77.643199,2025-12-25,17:21:23,Medium,Closed,34,Male
FIR04920,Robbery,Banashankari,12.922138,77.572321,2025-06-27,11:18:48,High,Under Investigation,65,Female
FIR04921,Drug Offense,Rajajinagar,12.991864,77.55691,2025-02-08,15:16:40,Medium,Closed,70,Other
FIR04922,Murder,Bellandur,12.926218,77.677882,2024-08-25,05:23:00,High,Open,52,Male
FIR04923,Assault,Marathahalli,12.954268,77.701397,2025-11-28,16:18:25,Medium,Closed,54,Female
FIR04924,Vehicle Theft,Banashankari,12.917138,77.57343,2025-11-26,01:10:45,Low,Under Investigation,29,Male
FIR04925,Theft,HSR Layout,12.908826,77.643126,2025-12-23,17:51:56,Low,Under Investigation,61,Other
FIR04926,Theft,Hebbal,13.039688,77.598147,2024-11-04,09:38:19,Low,Closed,69,Other
FIR04927,Drug Offense,Bellandur,12.928802,77.679602,2026-05-28,10:57:37,Medium,Open,24,Other
FIR04928,Murder,Yelahanka,13.101235,77.591358,2025-11-12,03:53:25,High,Closed,61,Male
FIR04929,Murder,Yelahanka,13.099808,77.599925,2024-12-19,08:01:44,High,Closed,64,Female
FIR04930,Assault,Marathahalli,12.955675,77.700262,2024-10-19,21:28:21,Medium,Open,69,Male
FIR04931,Assault,Yelahanka,13.096476,77.591383,2026-07-14,05:05:36,Medium,Open,59,Female
FIR04932,Cyber Crime,Whitefield,12.970971,77.752884,2025-12-08,17:00:03,Medium,Closed,53,Female
FIR04933,Assault,HSR Layout,12.915196,77.648821,2025-02-06,23:52:33,Medium,Open,55,Female
FIR04934,Robbery,Koramangala,12.931193,77.625434,2025-03-20,01:24:44,High,Closed,31,Female
FIR04935,Assault,Electronic City,12.838029,77.679701,2025-07-26,18:52:42,Medium,Closed,42,Male
FIR04936,Fraud,Malleshwaram,13.002548,77.573111,2025-02-01,13:43:42,Medium,Under Investigation,21,Other
FIR04937,Fraud,Rajajinagar,12.988834,77.55141,2025-01-11,02:01:09,Medium,Under Investigation,55,Other
FIR04938,Domestic Violence,Whitefield,12.972045,77.749681,2026-01-16,10:24:46,Medium,Closed,30,Male
FIR04939,Theft,Banashankari,12.918699,77.577854,2025-01-26,23:22:57,Low,Closed,62,Other
FIR04940,Murder,BTM Layout,12.917198,77.610409,2026-06-18,09:31:13,High,Closed,51,Female
FIR04941,Cyber Crime,HSR Layout,12.91204,77.647347,2025-11-02,21:57:32,Medium,Closed,37,Male
FIR04942,Murder,BTM Layout,12.919106,77.605836,2026-01-21,13:39:48,High,Closed,47,Male
FIR04943,Assault,Malleshwaram,12.999317,77.574357,2025-01-04,14:27:26,Medium,Closed,52,Male
FIR04944,Murder,Indiranagar,12.97539,77.637694,2025-05-24,18:30:09,High,Under Investigation,44,Other
FIR04945,Theft,HSR Layout,12.916433,77.646131,2025-10-03,06:36:41,Low,Open,31,Female
FIR04946,Theft,Banashankari,12.917066,77.577195,2025-04-17,20:50:04,Low,Open,37,Male
FIR04947,Kidnapping,Jayanagar,12.92935,77.590243,2025-03-06,13:45:34,High,Open,54,Female
FIR04948,Vehicle Theft,Yelahanka,13.097111,77.597492,2024-11-12,23:15:39,Low,Under Investigation,19,Female
FIR04949,Drug Offense,Yelahanka,13.09627,77.597294,2024-10-14,16:07:47,Medium,Under Investigation,36,Female
FIR04950,Assault,Whitefield,12.967587,77.752796,2026-05-11,21:20:36,Medium,Under Investigation,21,Male
FIR04951,Theft,Koramangala,12.937634,77.6216,2025-05-29,08:24:20,Low,Under Investigation,62,Male
FIR04952,Cyber Crime,Yelahanka,13.097649,77.596111,2024-08-24,03:12:07,Medium,Closed,51,Female
FIR04953,Drug Offense,Hebbal,13.03792,77.599607,2025-07-18,13:00:15,Medium,Under Investigation,40,Male
FIR04954,Assault,Yelahanka,13.100089,77.597038,2024-12-28,07:23:45,Medium,Under Investigation,18,Female
FIR04955,Murder,Koramangala,12.932329,77.624612,2025-03-09,11:36:41,High,Closed,27,Female
FIR04956,Assault,BTM Layout,12.917477,77.60872,2025-10-22,09:35:12,Medium,Under Investigation,23,Male
FIR04957,Kidnapping,Rajajinagar,12.994841,77.550569,2025-10-23,01:55:00,High,Closed,40,Male
FIR04958,Theft,Banashankari,12.920352,77.575729,2024-09-16,08:16:11,Low,Closed,69,Other
FIR04959,Drug Offense,HSR Layout,12.906855,77.651901,2025-10-02,21:42:47,Medium,Closed,69,Female
FIR04960,Murder,Electronic City,12.842613,77.676877,2026-07-08,03:20:17,High,Under Investigation,52,Other
FIR04961,Fraud,Indiranagar,12.979928,77.641657,2026-06-12,17:29:34,Medium,Closed,48,Male
FIR04962,Murder,Indiranagar,12.980561,77.639941,2025-10-09,10:57:16,High,Under Investigation,34,Male
FIR04963,Vehicle Theft,Electronic City,12.837614,77.675539,2025-09-12,23:48:36,Low,Open,57,Female
FIR04964,Fraud,Bellandur,12.929312,77.677625,2024-10-12,03:33:53,Medium,Under Investigation,38,Male
FIR04965,Robbery,Electronic City,12.837646,77.672893,2024-10-03,21:54:44,High,Under Investigation,53,Female
FIR04966,Murder,Rajajinagar,12.991207,77.550957,2024-10-12,10:08:03,High,Open,60,Male
FIR04967,Cyber Crime,Bellandur,12.924213,77.677976,2026-05-11,00:07:17,Medium,Closed,62,Male
FIR04968,Robbery,Whitefield,12.971904,77.750697,2024-08-02,09:13:54,High,Under Investigation,68,Other
FIR04969,Fraud,Indiranagar,12.981167,77.638319,2026-01-12,09:22:17,Medium,Under Investigation,31,Other
FIR04970,Domestic Violence,Electronic City,12.836692,77.676268,2025-09-12,10:19:13,Medium,Closed,54,Female
FIR04971,Drug Offense,Koramangala,12.937695,77.622449,2025-01-19,19:31:27,Medium,Closed,58,Other
FIR04972,Domestic Violence,MG Road,12.975617,77.608275,2026-04-05,11:10:09,Medium,Closed,54,Male
FIR04973,Fraud,Marathahalli,12.958296,77.702313,2025-10-08,03:34:28,Medium,Open,43,Other
FIR04974,Assault,Indiranagar,12.974284,77.640633,2025-06-22,17:11:22,Medium,Under Investigation,45,Other
FIR04975,Robbery,Koramangala,12.939304,77.620081,2024-10-07,08:22:28,High,Closed,18,Female
FIR04976,Vehicle Theft,Yelahanka,13.098596,77.594303,2025-04-10,19:01:52,Low,Open,68,Male
FIR04977,Cyber Crime,HSR Layout,12.916291,77.648279,2024-11-30,01:20:40,Medium,Open,53,Male
FIR04978,Drug Offense,Banashankari,12.919164,77.568887,2024-08-04,00:49:37,Medium,Closed,28,Other
FIR04979,Drug Offense,Jayanagar,12.928808,77.59375,2024-12-14,11:03:45,Medium,Under Investigation,34,Other
FIR04980,Robbery,Malleshwaram,13.00406,77.56665,2026-05-27,05:49:43,High,Closed,55,Female
FIR04981,Assault,Rajajinagar,12.995008,77.550143,2025-04-27,13:59:50,Medium,Under Investigation,19,Female
FIR04982,Domestic Violence,MG Road,12.972726,77.608469,2024-11-30,06:18:43,Medium,Closed,28,Female
FIR04983,Fraud,Indiranagar,12.976281,77.640806,2025-04-08,16:37:14,Medium,Closed,31,Female
FIR04984,Robbery,Whitefield,12.969961,77.749687,2024-12-18,06:30:30,High,Open,20,Other
FIR04985,Drug Offense,Koramangala,12.930573,77.625364,2025-11-25,05:24:08,Medium,Closed,38,Male
FIR04986,Cyber Crime,Bellandur,12.923801,77.671641,2025-05-11,01:04:48,Medium,Closed,41,Female
FIR04987,Kidnapping,HSR Layout,12.910568,77.649062,2024-09-03,03:30:31,High,Under Investigation,64,Male
FIR04988,Vehicle Theft,Bellandur,12.931598,77.673386,2025-08-19,00:08:38,Low,Open,29,Female
FIR04989,Vehicle Theft,Koramangala,12.933258,77.628979,2024-11-11,15:47:08,Low,Closed,59,Female
FIR04990,Robbery,HSR Layout,12.90734,77.645883,2025-01-10,13:22:00,High,Open,44,Other
FIR04991,Cyber Crime,Malleshwaram,13.00377,77.569972,2024-08-21,02:21:41,Medium,Open,62,Female
FIR04992,Domestic Violence,Marathahalli,12.955002,77.699691,2025-07-07,08:50:57,Medium,Open,39,Other
